speaker_id,keyword,utterance_id,audio_path,transcript
5c4b9,tala,8efa9a877e,data/external/incoming/openslr_54/audio/8efa9a877e.wav,भारतले भने तालिबान
b7116,tala,02549bbc39,data/external/incoming/openslr_54/audio/02549bbc39.wav,भारतले सर्वाधिक २९ खेलको आयोजना गर्ने छ।
9f669,tala,8a0594ff54,data/external/incoming/openslr_54/audio/8a0594ff54.wav,भारतले सेप्टेम्बर ११ को
423bf,tala,a7a6327b49,data/external/incoming/openslr_54/audio/a7a6327b49.wav,भारतले सेप्टेम्बर ११ को
8f7f7,huncha,2e454ecf91,data/external/incoming/openslr_54/audio/2e454ecf91.wav,भावना ताजा हुन्छ
5297a,huncha,571b6c5417,data/external/incoming/openslr_54/audio/571b6c5417.wav,भाव हुन्छ
dcb32,huncha,b41d3c42ec,data/external/incoming/openslr_54/audio/b41d3c42ec.wav,भाव हुन्छ
1ff03,huncha,c83a3f89eb,data/external/incoming/openslr_54/audio/c83a3f89eb.wav,भावाभिव्यञ्जन न्यूनाधिकारिणी तथा तर्कना नामक मनोवृत्तिहरूका आधारमा अर्थालङ्कारहरूको गठन हुन्छ।
421cb,huncha,02f09515a7,data/external/incoming/openslr_54/audio/02f09515a7.wav,भाषाविज्ञान हुन्छ
62ba7,huncha,3c5007cfdc,data/external/incoming/openslr_54/audio/3c5007cfdc.wav,भाषाशैलीको प्रयोग गरेका हुन्छन्
d62a4,huncha,e3328636c5,data/external/incoming/openslr_54/audio/e3328636c5.wav,भाषाशैलीको प्रयोग गरेका हुन्छन्
b3c22,huncha,09948ee04b,data/external/incoming/openslr_54/audio/09948ee04b.wav,भित्तामा रहेको हुन्छ
1ff03,huncha,535b5619aa,data/external/incoming/openslr_54/audio/535b5619aa.wav,भित्तामा रहेको हुन्छ
f0b26,huncha,9aeb344c82,data/external/incoming/openslr_54/audio/9aeb344c82.wav,भित्तामा रहेको हुन्छ
7ef78,huncha,af1a60150f,data/external/incoming/openslr_54/audio/af1a60150f.wav,भित्तामा रहेको हुन्छ
8f426,huncha,c50de627a3,data/external/incoming/openslr_54/audio/c50de627a3.wav,भित्तामा रहेको हुन्छ
8f7f7,huncha,f722ff7026,data/external/incoming/openslr_54/audio/f722ff7026.wav,भित्तामा रहेको हुन्छ
b70ea,huncha,09ddd56a6f,data/external/incoming/openslr_54/audio/09ddd56a6f.wav,भिन्न हुन्छ
6fa0e,huncha,1210d5fbc5,data/external/incoming/openslr_54/audio/1210d5fbc5.wav,भिन्न हुन्छ
5935d,huncha,2ea379bf71,data/external/incoming/openslr_54/audio/2ea379bf71.wav,भिन्न हुन्छ
056c7,huncha,85cef708e3,data/external/incoming/openslr_54/audio/85cef708e3.wav,भिन्न हुन्छ।
4a756,huncha,9153a638b1,data/external/incoming/openslr_54/audio/9153a638b1.wav,भिन्न हुन्छ।
5df8e,tala,41de698991,data/external/incoming/openslr_54/audio/41de698991.wav,भिरेर दाहिने हातले
41d46,tala,dac88e0002,data/external/incoming/openslr_54/audio/dac88e0002.wav,भिरेर दाहिने हातले
412d7,tala,f6e5010a82,data/external/incoming/openslr_54/audio/f6e5010a82.wav,भिरेर दाहिने हातले
f07db,huncha,c61212a5b6,data/external/incoming/openslr_54/audio/c61212a5b6.wav,भुइँमाथि गुजुल्टो परेको हुन्छ
f07db,maathi,c61212a5b6,data/external/incoming/openslr_54/audio/c61212a5b6.wav,भुइँमाथि गुजुल्टो परेको हुन्छ
804c8,huncha,5771dd9736,data/external/incoming/openslr_54/audio/5771dd9736.wav,भुटानी नेता हुनुहुन्छ
a1143,huncha,8a4168a9e0,data/external/incoming/openslr_54/audio/8a4168a9e0.wav,भुटानी नेता हुनुहुन्छ
b3c22,huncha,94e48e35c2,data/external/incoming/openslr_54/audio/94e48e35c2.wav,भुटानी नेता हुनुहुन्छ
b0bba,huncha,adf1a8eae0,data/external/incoming/openslr_54/audio/adf1a8eae0.wav,भुटानी नेता हुनुहुन्छ
3867c,huncha,06c29490fb,data/external/incoming/openslr_54/audio/06c29490fb.wav,भुवाले ढाकिएको हुन्छ
89bd3,huncha,8a52061bd2,data/external/incoming/openslr_54/audio/8a52061bd2.wav,भुवाले ढाकिएको हुन्छ
a30f2,huncha,a66f9d4534,data/external/incoming/openslr_54/audio/a66f9d4534.wav,भुँडीफोरको टाउकोमा हुन्छ
4cefa,huncha,e245a167b1,data/external/incoming/openslr_54/audio/e245a167b1.wav,भुँडीफोरको टाउकोमा हुन्छ
43813,huncha,3b60c7af37,data/external/incoming/openslr_54/audio/3b60c7af37.wav,भूकम्प आउनेवाला हुन्छ
01cf0,huncha,892e970fc4,data/external/incoming/openslr_54/audio/892e970fc4.wav,भूकम्प आउनेवाला हुन्छ
75215,tala,01b81573f9,data/external/incoming/openslr_54/audio/01b81573f9.wav,भूतलीय यातायातको
65bbb,tala,a1f17e66b8,data/external/incoming/openslr_54/audio/a1f17e66b8.wav,भूतलीय यातायातको
14abf,tala,a5649100c8,data/external/incoming/openslr_54/audio/a5649100c8.wav,भूधरातलले भरिएको छ
c0b92,huncha,c8f1c6dc9b,data/external/incoming/openslr_54/audio/c8f1c6dc9b.wav,भूमिका रहेको हुन्छ
5d5fe,huncha,2a894b7b45,data/external/incoming/openslr_54/audio/2a894b7b45.wav,भूमिका हुन्छ
d31e9,huncha,4cb79b133d,data/external/incoming/openslr_54/audio/4cb79b133d.wav,भूमिका हुन्छ
44559,huncha,41d75e3faf,data/external/incoming/openslr_54/audio/41d75e3faf.wav,भेद प्रभेद हुन्छन्
5f3e5,huncha,3d927da6d6,data/external/incoming/openslr_54/audio/3d927da6d6.wav,भेद हुन्छ
58fb5,huncha,494e6b2119,data/external/incoming/openslr_54/audio/494e6b2119.wav,भेद हुन्छ
ee50f,huncha,825f84f0c5,data/external/incoming/openslr_54/audio/825f84f0c5.wav,भेद हुन्छ
0e059,banda,48d9b4388c,data/external/incoming/openslr_54/audio/48d9b4388c.wav,भेषभुषा जस्तै शिरबन्दी
f9558,huncha,917a0cca85,data/external/incoming/openslr_54/audio/917a0cca85.wav,भैरवको पूजा हुन्छ
15368,huncha,ba11c05fa3,data/external/incoming/openslr_54/audio/ba11c05fa3.wav,भैरवको पूजा हुन्छ
f09e5,huncha,d9c28fcbd1,data/external/incoming/openslr_54/audio/d9c28fcbd1.wav,भैरवको पूजा हुन्छ
f9558,huncha,a71b9fa767,data/external/incoming/openslr_54/audio/a71b9fa767.wav,भैरहेका हुन्छन्
4aa5e,huncha,d680be0cbf,data/external/incoming/openslr_54/audio/d680be0cbf.wav,भैरहेका हुन्छन्
ef6a0,huncha,2f1ccec8d3,data/external/incoming/openslr_54/audio/2f1ccec8d3.wav,भैँसी पालिएको हुन्छ
963b9,huncha,cfd7149f74,data/external/incoming/openslr_54/audio/cfd7149f74.wav,भैँसी पालिएको हुन्छ
b987b,huncha,a96ce84ada,data/external/incoming/openslr_54/audio/a96ce84ada.wav,भोट प्राप्त हुन्छ
938ee,huncha,fede85e047,data/external/incoming/openslr_54/audio/fede85e047.wav,भोट प्राप्त हुन्छ
df1f2,huncha,f1efb1bd75,data/external/incoming/openslr_54/audio/f1efb1bd75.wav,भोलिपल्टबाट सुरु हुन्छ
df1f2,suru,f1efb1bd75,data/external/incoming/openslr_54/audio/f1efb1bd75.wav,भोलिपल्टबाट सुरु हुन्छ
6fcfb,hoina,1c94bbc990,data/external/incoming/openslr_54/audio/1c94bbc990.wav,भौतिक ग्रहहरू होइनन्
83732,hoina,32f0cb3d36,data/external/incoming/openslr_54/audio/32f0cb3d36.wav,भौतिक ग्रहहरू होइनन्
daa0a,tala,85e88c61f9,data/external/incoming/openslr_54/audio/85e88c61f9.wav,मङ्सिर र फागुन चैतलाई
a1143,tala,c435b072d7,data/external/incoming/openslr_54/audio/c435b072d7.wav,मङ्सिर र फागुन चैतलाई
e82ed,tala,e0b1457822,data/external/incoming/openslr_54/audio/e0b1457822.wav,मजदुरहरूको तलबभन्दा बढी
88dc8,huncha,36d19f9089,data/external/incoming/openslr_54/audio/36d19f9089.wav,मण्ड उपस्थित हुन्छ
02e40,huncha,1d1e560010,data/external/incoming/openslr_54/audio/1d1e560010.wav,मतद्वारा हुन्छ
5dae1,huncha,8b9bfc988c,data/external/incoming/openslr_54/audio/8b9bfc988c.wav,मतद्वारा हुन्छ
65bbb,huncha,ab33d130d5,data/external/incoming/openslr_54/audio/ab33d130d5.wav,मतद्वारा हुन्छ
5bc3b,tala,10b1d0e1c1,data/external/incoming/openslr_54/audio/10b1d0e1c1.wav,मतलब कि
005e1,tala,6708b9e997,data/external/incoming/openslr_54/audio/6708b9e997.wav,मतलब खोज्नु र
bf3e7,tala,7cb7c7517b,data/external/incoming/openslr_54/audio/7cb7c7517b.wav,मतलब त्यो लेखको
2e8ef,tala,62382623b6,data/external/incoming/openslr_54/audio/62382623b6.wav,मतलब राख्छु
d4b2f,tala,8765bc68eb,data/external/incoming/openslr_54/audio/8765bc68eb.wav,मतलव छैन उनी
d62a4,tala,cfa2be3b09,data/external/incoming/openslr_54/audio/cfa2be3b09.wav,मतलव छैन उनी
f45e2,tala,da500b0e01,data/external/incoming/openslr_54/audio/da500b0e01.wav,मतलव छैन उनी
ee253,tala,10c4556a81,data/external/incoming/openslr_54/audio/10c4556a81.wav,मतलाई आंशिक रूपमा
c0c00,tala,a556c579bf,data/external/incoming/openslr_54/audio/a556c579bf.wav,मतलाई आंशिक रूपमा
22333,tala,4c415534b7,data/external/incoming/openslr_54/audio/4c415534b7.wav,मतलाई थप पुष्टि
93014,tala,6c3f19b612,data/external/incoming/openslr_54/audio/6c3f19b612.wav,मतलाई थप पुष्टि
c7f92,tala,6f7c766395,data/external/incoming/openslr_54/audio/6f7c766395.wav,मतलाई थप पुष्टि
f18bd,huncha,93aca69cd9,data/external/incoming/openslr_54/audio/93aca69cd9.wav,मद्दत गर्न सक्नुहुन्छ
1a81b,tala,134015d79a,data/external/incoming/openslr_54/audio/134015d79a.wav,मद्दतले उनलाई
0d4f0,tala,f4905c2f9f,data/external/incoming/openslr_54/audio/f4905c2f9f.wav,मद्दतले उनलाई
9fab8,maathi,777b157734,data/external/incoming/openslr_54/audio/777b157734.wav,मध्येबाट माथिल्लो तहका
555eb,maathi,8fe956e4c8,data/external/incoming/openslr_54/audio/8fe956e4c8.wav,मध्येबाट माथिल्लो तहका
d514c,maathi,da259a6c45,data/external/incoming/openslr_54/audio/da259a6c45.wav,मध्येबाट माथिल्लो तहका
84519,huncha,c13bb612df,data/external/incoming/openslr_54/audio/c13bb612df.wav,मन प्रफुल्लित हुन्छ
c06a7,huncha,e761f777c0,data/external/incoming/openslr_54/audio/e761f777c0.wav,मन प्रफुल्लित हुन्छ
3d3c5,huncha,7974573805,data/external/incoming/openslr_54/audio/7974573805.wav,मनमा हुनुहुन्छ
b70ea,huncha,4025aa59da,data/external/incoming/openslr_54/audio/4025aa59da.wav,मनमुटाव हटाउन सक्नुहुन्छ
c7d7d,huncha,57c72e7c22,data/external/incoming/openslr_54/audio/57c72e7c22.wav,मनमुटाव हटाउन सक्नुहुन्छ
f4b4a,huncha,9d4d4c2b23,data/external/incoming/openslr_54/audio/9d4d4c2b23.wav,मनसुनी वर्षा हुन्छ
22333,tala,91a723faa0,data/external/incoming/openslr_54/audio/91a723faa0.wav,मन्दारातलकी छोरी कमला
1a5c1,tala,2761c2e52d,data/external/incoming/openslr_54/audio/2761c2e52d.wav,मन्दिर एक तले
62ba7,tala,6ed5790d02,data/external/incoming/openslr_54/audio/6ed5790d02.wav,मन्दिर एक तले
a3cce,tala,d8efa55f81,data/external/incoming/openslr_54/audio/d8efa55f81.wav,मन्दिर एक तले
fb429,tala,6fd8fb28da,data/external/incoming/openslr_54/audio/6fd8fb28da.wav,मन्दिरका तल एउटा
bc051,banda,acfbe80475,data/external/incoming/openslr_54/audio/acfbe80475.wav,मन्दिरको जिर्णोद्धार यज्ञशालाको निर्माण बगैँचाको व्यवस्था पूजारी र बगैँचा सुधारेको बन्दोबस्त गरीदिनु भयो।
6a6e5,tala,0cf78889da,data/external/incoming/openslr_54/audio/0cf78889da.wav,मन्दिरको तल्लो तल्लामा
1a81b,tala,2010d1af93,data/external/incoming/openslr_54/audio/2010d1af93.wav,मन्दिरको तल्लो तहको
f7150,suru,93b09ecc58,data/external/incoming/openslr_54/audio/93b09ecc58.wav,मबाट सुरु हुने
5df8e,huncha,5ddd12fc0f,data/external/incoming/openslr_54/audio/5ddd12fc0f.wav,म बिदा हुन्छु
d26e5,huncha,e968e2eb63,data/external/incoming/openslr_54/audio/e968e2eb63.wav,म बिदा हुन्छु
0a094,huncha,fb5a7c267c,data/external/incoming/openslr_54/audio/fb5a7c267c.wav,म बिदा हुन्छु
5f02c,maathi,2fc9d85295,data/external/incoming/openslr_54/audio/2fc9d85295.wav,ममाथि रिस
93f47,maathi,bd8501ec3a,data/external/incoming/openslr_54/audio/bd8501ec3a.wav,ममाथि रिस
4570e,maathi,e35408e4e7,data/external/incoming/openslr_54/audio/e35408e4e7.wav,ममाथि रिस
d8cef,huncha,dd85932268,data/external/incoming/openslr_54/audio/dd85932268.wav,मल उपयुक्त हुन्छ
ba3bf,huncha,269de353df,data/external/incoming/openslr_54/audio/269de353df.wav,मलाई जस्तै सुखदुःखको अनुभव अरूलाई पनि हुन्छ।
916c6,huncha,cabdd65bdc,data/external/incoming/openslr_54/audio/cabdd65bdc.wav,मलाई जस्तै सुखदुःखको अनुभव अरूलाई पनि हुन्छ।
1ad64,huncha,db242f18dc,data/external/incoming/openslr_54/audio/db242f18dc.wav,मलाई जस्तै सुखदुःखको अनुभव अरूलाई पनि हुन्छ।
4170b,hoina,16a77bfe42,data/external/incoming/openslr_54/audio/16a77bfe42.wav,मलाई जहाँसम्म लाग्छ यो शब्द नेपाली होइन।
1a81b,huncha,3dccf7e755,data/external/incoming/openslr_54/audio/3dccf7e755.wav,मलाई दिन सक्नहुन्छ
ca5ed,huncha,ca30ac4375,data/external/incoming/openslr_54/audio/ca30ac4375.wav,मलाई दिन सक्नहुन्छ
ef6a0,huncha,d32c19933f,data/external/incoming/openslr_54/audio/d32c19933f.wav,मलाई दिन सक्नहुन्छ
2846f,huncha,c7b49837e8,data/external/incoming/openslr_54/audio/c7b49837e8.wav,मलाई धेरै खुसी लागेको छ कि तपाईँ अब नेपाली विकिको प्रबन्धक हुनुहुन्छ।
421cb,maathi,1876045e80,data/external/incoming/openslr_54/audio/1876045e80.wav,मलाई माथि उल्लेख
ce4af,maathi,6792722a4d,data/external/incoming/openslr_54/audio/6792722a4d.wav,मलाई माथि उल्लेख
42be7,maathi,ee756426f0,data/external/incoming/openslr_54/audio/ee756426f0.wav,मलाई माथि उल्लेख
bda65,maathi,0cee042f94,data/external/incoming/openslr_54/audio/0cee042f94.wav,मलाई मानव अधिकारमाथि
53027,maathi,22547a663e,data/external/incoming/openslr_54/audio/22547a663e.wav,मलाई मानव अधिकारमाथि
e0d14,maathi,23d7225e2e,data/external/incoming/openslr_54/audio/23d7225e2e.wav,मलाई मानव अधिकारमाथि
bb466,maathi,9f9db753b0,data/external/incoming/openslr_54/audio/9f9db753b0.wav,मलाई मानव अधिकारमाथि
acf91,maathi,bb60aa9d6f,data/external/incoming/openslr_54/audio/bb60aa9d6f.wav,मलाई मानव अधिकारमाथि
bdfe3,huncha,8549639a50,data/external/incoming/openslr_54/audio/8549639a50.wav,मसिनो हुन्छ
7f880,huncha,56dac108fa,data/external/incoming/openslr_54/audio/56dac108fa.wav,मस्तिष्क पक्षसँग बढी हुन्छ
1f680,tala,3443d5a18b,data/external/incoming/openslr_54/audio/3443d5a18b.wav,महत्त्वपूर्ण स्मारकहरुमा तलेजु
1f917,tala,8bc35fc6cc,data/external/incoming/openslr_54/audio/8bc35fc6cc.wav,महत्त्वपूर्ण स्मारकहरुमा तलेजु
24945,huncha,c729a678b4,data/external/incoming/openslr_54/audio/c729a678b4.wav,महत्त्वपूर्ण हुन्छ
bee0c,huncha,456ea1af9f,data/external/incoming/openslr_54/audio/456ea1af9f.wav,महत्त्व बढी हुन्छ
90913,huncha,66ea4f5f34,data/external/incoming/openslr_54/audio/66ea4f5f34.wav,महत्त्व बढी हुन्छ
44903,huncha,9755fcc2cf,data/external/incoming/openslr_54/audio/9755fcc2cf.wav,महत्त्व बढी हुन्छ
12e6a,huncha,0904a9114e,data/external/incoming/openslr_54/audio/0904a9114e.wav,महत्त्व हुन्छ
30a15,huncha,5dd84d39e6,data/external/incoming/openslr_54/audio/5dd84d39e6.wav,महत्त्व हुन्छ
a3cce,huncha,f240148901,data/external/incoming/openslr_54/audio/f240148901.wav,महत्त्व हुन्छ
e75fc,huncha,fa75911496,data/external/incoming/openslr_54/audio/fa75911496.wav,महत्त्व हुन्छ
24945,huncha,1820582614,data/external/incoming/openslr_54/audio/1820582614.wav,महन्त प्रकट हुन्छ
4b9e4,huncha,5b2af939c6,data/external/incoming/openslr_54/audio/5b2af939c6.wav,महन्त प्रकट हुन्छ
e82ed,huncha,9fd69c0106,data/external/incoming/openslr_54/audio/9fd69c0106.wav,महसूस हुन्छ शौच
6c16b,huncha,b32960d729,data/external/incoming/openslr_54/audio/b32960d729.wav,महसूस हुन्छ शौच
95358,maathi,ec62edb56e,data/external/incoming/openslr_54/audio/ec62edb56e.wav,महाकवि देवकोटामाथि गहन
8389b,hoina,9ed646f720,data/external/incoming/openslr_54/audio/9ed646f720.wav,महानगरको भाग होइन
76d6b,hoina,a77d8e38c6,data/external/incoming/openslr_54/audio/a77d8e38c6.wav,महानगरको भाग होइन
e5d89,hoina,f34ab9d5fd,data/external/incoming/openslr_54/audio/f34ab9d5fd.wav,महानगरको भाग होइन
f5932,huncha,f8b93726c7,data/external/incoming/openslr_54/audio/f8b93726c7.wav,महानन्द ठाकुर बताउनुहुन्छ
21ba4,huncha,c62b65f832,data/external/incoming/openslr_54/audio/c62b65f832.wav,महान हुन्छ
f1193,tala,61898aa0bb,data/external/incoming/openslr_54/audio/61898aa0bb.wav,महाभारतकी शकुन्तला पनि
09da0,tala,f08eefbaf8,data/external/incoming/openslr_54/audio/f08eefbaf8.wav,महाभारतकी शकुन्तला पनि
c652e,huncha,4e6d4e7f9b,data/external/incoming/openslr_54/audio/4e6d4e7f9b.wav,महासचिव हुनुहुन्छ
b66ee,huncha,a64438fad9,data/external/incoming/openslr_54/audio/a64438fad9.wav,महासचिव हुनुहुन्छ
882ce,huncha,fc365b9136,data/external/incoming/openslr_54/audio/fc365b9136.wav,महासचिव हुनुहुन्छ
e72b0,huncha,70d388575a,data/external/incoming/openslr_54/audio/70d388575a.wav,महिनामा चरममा हुन्छ
4b9fc,huncha,1fde80b00f,data/external/incoming/openslr_54/audio/1fde80b00f.wav,महिनामा दुईवटा हुन्छ
efa9c,huncha,ab3b7ff0ed,data/external/incoming/openslr_54/audio/ab3b7ff0ed.wav,महिनामा दुईवटा हुन्छ
39ab2,huncha,29b0844beb,data/external/incoming/openslr_54/audio/29b0844beb.wav,महिनामा हुन्छ
e2039,huncha,88eaea6e21,data/external/incoming/openslr_54/audio/88eaea6e21.wav,महिनामा हुन्छ
53027,huncha,9564a30321,data/external/incoming/openslr_54/audio/9564a30321.wav,महिनामा हुन्छ
f9558,banda,4fa262bccf,data/external/incoming/openslr_54/audio/4fa262bccf.wav,महिनावारी बन्द भएपछि असामान्य रक्तश्राव भएमा पाठेघरको क्यान्सर लगभग सुनिश्चित हुन्छ।
f9558,huncha,4fa262bccf,data/external/incoming/openslr_54/audio/4fa262bccf.wav,महिनावारी बन्द भएपछि असामान्य रक्तश्राव भएमा पाठेघरको क्यान्सर लगभग सुनिश्चित हुन्छ।
8f7f7,hoina,aeacf568db,data/external/incoming/openslr_54/audio/aeacf568db.wav,महिला सहानुभूतिवश होइन
53027,hoina,d13b51cd2a,data/external/incoming/openslr_54/audio/d13b51cd2a.wav,महिला सहानुभूतिवश होइन
3df82,huncha,8d1e97c59f,data/external/incoming/openslr_54/audio/8d1e97c59f.wav,महिला हुनुहुन्छ
29944,huncha,cc0436bede,data/external/incoming/openslr_54/audio/cc0436bede.wav,महिला हुनुहुन्छ
d02b3,feri,889b98fe2f,data/external/incoming/openslr_54/audio/889b98fe2f.wav,माइकल फेरिसले लेखे
ef6a0,maathi,579a61dc36,data/external/incoming/openslr_54/audio/579a61dc36.wav,माइजूका कारण आफूमाथि
07a6a,maathi,d10fb0ecbf,data/external/incoming/openslr_54/audio/d10fb0ecbf.wav,माइजूका कारण आफूमाथि
53027,huncha,751af298d0,data/external/incoming/openslr_54/audio/751af298d0.wav,माइला छोरा हुनुहुन्छ
06372,huncha,fc088c5111,data/external/incoming/openslr_54/audio/fc088c5111.wav,माइला छोरा हुनुहुन्छ
b70ea,huncha,fe3499c7f6,data/external/incoming/openslr_54/audio/fe3499c7f6.wav,माइला छोरा हुनुहुन्छ
d4824,huncha,bfd14086aa,data/external/incoming/openslr_54/audio/bfd14086aa.wav,माओवादीका पूर्णकालीन हुनुहुन्छ
09e5c,maathi,bcd45d846d,data/external/incoming/openslr_54/audio/bcd45d846d.wav,माओवादीमा माथिल्लो तहमा
58fb5,maathi,d0727bd44d,data/external/incoming/openslr_54/audio/d0727bd44d.wav,माओवादीमा माथिल्लो तहमा
5d5fe,tala,651dde0cc5,data/external/incoming/openslr_54/audio/651dde0cc5.wav,माओवादी समेतलाई सम्मिलित
5df8e,huncha,258aa5bdd5,data/external/incoming/openslr_54/audio/258aa5bdd5.wav,मातृभाषामा दिइने अभिव्यक्ति सबैभन्दा परिपूर्ण र सहज हुन्छ।
6a6d1,hoina,0d734117a9,data/external/incoming/openslr_54/audio/0d734117a9.wav,मातृभाषा होइन साथै
bf3e7,hoina,69accca191,data/external/incoming/openslr_54/audio/69accca191.wav,मातृभाषा होइन साथै
95635,huncha,3e64f2277b,data/external/incoming/openslr_54/audio/3e64f2277b.wav,मात्र पढाइ हुन्छ
33d55,huncha,acec186f1b,data/external/incoming/openslr_54/audio/acec186f1b.wav,मात्र पढाइ हुन्छ
90bdd,huncha,afc7651f21,data/external/incoming/openslr_54/audio/afc7651f21.wav,मात्र पढाइ हुन्छ
f18bd,huncha,e34ceac919,data/external/incoming/openslr_54/audio/e34ceac919.wav,मात्र पढाइ हुन्छ
aacd5,feri,1b0740d49e,data/external/incoming/openslr_54/audio/1b0740d49e.wav,मात्र फेरि परिवर्तन
8efbc,huncha,18e6c11853,data/external/incoming/openslr_54/audio/18e6c11853.wav,मात्र रिडाइरेक्ट हुन्छ
12d45,huncha,7635799596,data/external/incoming/openslr_54/audio/7635799596.wav,मात्र रिडाइरेक्ट हुन्छ
22521,huncha,927444bd19,data/external/incoming/openslr_54/audio/927444bd19.wav,मात्र रिडाइरेक्ट हुन्छ
363a2,huncha,409c169a1d,data/external/incoming/openslr_54/audio/409c169a1d.wav,मात्र हुन्छ
2e8ef,huncha,424cff8cd1,data/external/incoming/openslr_54/audio/424cff8cd1.wav,मात्र हुन्छन्
109c6,huncha,ab0569c31c,data/external/incoming/openslr_54/audio/ab0569c31c.wav,मात्र हुन्छन्
e7519,huncha,bf9d4548a3,data/external/incoming/openslr_54/audio/bf9d4548a3.wav,मात्र हुन्छन्
3c2c4,huncha,d7d49ebad5,data/external/incoming/openslr_54/audio/d7d49ebad5.wav,मात्र हुन्छन्
8272f,huncha,0917a72a1f,data/external/incoming/openslr_54/audio/0917a72a1f.wav,मात्रामा नै हुन्छ
aec4a,huncha,0e7385fc3c,data/external/incoming/openslr_54/audio/0e7385fc3c.wav,मात्रामा नै हुन्छ
839e7,huncha,5e5fd70cb9,data/external/incoming/openslr_54/audio/5e5fd70cb9.wav,मात्रामा नै हुन्छ
59e9e,huncha,fda7a871d1,data/external/incoming/openslr_54/audio/fda7a871d1.wav,मात्राहरू हुन्छन्
33d55,maathi,b48985fa65,data/external/incoming/openslr_54/audio/b48985fa65.wav,माथि अवस्थित यो
15b60,maathi,8532d5a1cd,data/external/incoming/openslr_54/audio/8532d5a1cd.wav,माथि उठाउनु हो
29944,maathi,8c55488a1e,data/external/incoming/openslr_54/audio/8c55488a1e.wav,माथि उठाउनु हो
27e93,maathi,9792c080ea,data/external/incoming/openslr_54/audio/9792c080ea.wav,माथि उठाउनु हो
6a57a,maathi,d032a0582f,data/external/incoming/openslr_54/audio/d032a0582f.wav,माथि उठाउनु हो
5f02c,maathi,0620aee9b5,data/external/incoming/openslr_54/audio/0620aee9b5.wav,माथि उठ्दछन्
2483a,maathi,7bab1ba3c2,data/external/incoming/openslr_54/audio/7bab1ba3c2.wav,माथि उठ्दछन्
bda65,maathi,bed10d5aae,data/external/incoming/openslr_54/audio/bed10d5aae.wav,माथि उठ्दछन्
0d8ef,maathi,dc5f10f903,data/external/incoming/openslr_54/audio/dc5f10f903.wav,माथि उठ्दा दबावमा
79c24,maathi,c8903e1058,data/external/incoming/openslr_54/audio/c8903e1058.wav,माथि उठ्न सक्छ
963b9,maathi,f91144a826,data/external/incoming/openslr_54/audio/f91144a826.wav,माथि उठ्न सक्छ
d0cd7,maathi,0e7eca0359,data/external/incoming/openslr_54/audio/0e7eca0359.wav,माथि उनको विरोधीहरूले
5853c,maathi,34521c8249,data/external/incoming/openslr_54/audio/34521c8249.wav,माथि उनको विरोधीहरूले
44903,maathi,b11054c7f8,data/external/incoming/openslr_54/audio/b11054c7f8.wav,माथि उनको विरोधीहरूले
6d3f9,maathi,050e0825f7,data/external/incoming/openslr_54/audio/050e0825f7.wav,माथि उल्लेखित लेखहरू
d0b2b,maathi,1731c86576,data/external/incoming/openslr_54/audio/1731c86576.wav,माथि उल्लेखित लेखहरू
12f3b,maathi,b8e0d5ff05,data/external/incoming/openslr_54/audio/b8e0d5ff05.wav,माथि उल्लेखित लेखहरू
68f0f,maathi,7ae83f4631,data/external/incoming/openslr_54/audio/7ae83f4631.wav,माथि उल्लेखित सातै
62ba7,maathi,aab0f112b3,data/external/incoming/openslr_54/audio/aab0f112b3.wav,माथि उल्लेखित स्थानका
abc37,maathi,c03f608950,data/external/incoming/openslr_54/audio/c03f608950.wav,माथि कनेरी
07179,maathi,17e62a2dbd,data/external/incoming/openslr_54/audio/17e62a2dbd.wav,माथिका उपायमध्ये
9b105,maathi,ae88fd125d,data/external/incoming/openslr_54/audio/ae88fd125d.wav,माथिका उपायमध्ये
a2ab6,maathi,03c6520773,data/external/incoming/openslr_54/audio/03c6520773.wav,माथि केही भनिएकोबाट
c89a6,maathi,3d0f5d3825,data/external/incoming/openslr_54/audio/3d0f5d3825.wav,माथिको बटन थिचेर
6ee13,maathi,4e54bcac41,data/external/incoming/openslr_54/audio/4e54bcac41.wav,माथिको बटन थिचेर
5f3b4,maathi,a1b2179c5f,data/external/incoming/openslr_54/audio/a1b2179c5f.wav,माथिको बटन थिचेर
07179,maathi,7f22117cb8,data/external/incoming/openslr_54/audio/7f22117cb8.wav,माथिको भाग गुम्बज
f8188,maathi,e9f403e094,data/external/incoming/openslr_54/audio/e9f403e094.wav,माथिको भूबनोट
c55fb,maathi,935f8c60d6,data/external/incoming/openslr_54/audio/935f8c60d6.wav,माथि गरिएको
d514c,maathi,2d3d076d06,data/external/incoming/openslr_54/audio/2d3d076d06.wav,माथि चढेको
737fb,maathi,3c6f83e52f,data/external/incoming/openslr_54/audio/3c6f83e52f.wav,माथि चढेको
35f03,maathi,b17a1985fa,data/external/incoming/openslr_54/audio/b17a1985fa.wav,माथि चढेको
b3cd4,maathi,1d5d43e76f,data/external/incoming/openslr_54/audio/1d5d43e76f.wav,माथि चढ्न दिँदा
6daf3,maathi,4244eb6f81,data/external/incoming/openslr_54/audio/4244eb6f81.wav,माथि चढ्न दिँदा
bc6b6,maathi,de78fe27e5,data/external/incoming/openslr_54/audio/de78fe27e5.wav,माथि चढ्न दिँदा
